HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_lambda,refractive index,ML_pred,lambda
-0.171220853,-0.043969043,3.236852508,0.02,0.23996457,-7.360000001,14.12128353,0.891,0.5501,4.4598,2.0957,0.9166,0.5672,4.564199999,1.430499999,0.9091,0.1566,4.925599998,4.403100001,0.8466,0.5491,4.306000002,2.113500003,0.8343,0.5681,4.269900002,1.406499998,0.7307,0.6693,3.673000001,1.025399999,1,1,2,1.999999999,1.959176358,1.959176358,2.102028782,2.102028782,4.84041423,4.840414339,5.325590549,5.325590549,534.1581186,1.406,473.5588684,486
-0.191494542,-0.075775834,5.093986017,62.72999962,252.2600006,-8.280000002,14.12128174,0.9301,0.4538,5.451999998,4.335999999,0.9481,0.4382,5.945199999,4.333500002,0.9762,0.3365,5.626300002,4.565199998,0.8851,0.4564,5.1073,4.289099997,0.8237,0.4967,4.385900001,3.652600001,0.7695,0.5555,4.395900001,2.8076,1,1,2,1.999999999,1.972946274,1.98845191,2.127846329,2.191277481,4.840210213,4.840573161,5.3266319,5.324790637,576.956184,1.406,509.4699402,480
-0.213154782,-0.092210442,1.448201739,22.4399999,55.43000061,-9.210000001,14.12128577,0.8229,0.6565,4.421299999,0.576999999,0.93,0.4522,5.949100002,4.311899999,0.8864,0.6476,5.099599998,2.468199998,0.6905,0.65,3.664699999,0.638899998,0.7656,0.6493,4.353199999,1.776999999,0.8643,0.4763,5.313500002,3.840699998,1,1.999999999,1,1,1.906992659,2.030271903,2.060660331,2.086256696,4.84426291,5.324532185,4.84131754,4.840894192,677.2625491,1.4448,619.3973389,589
-0.171757629,-0.040691675,2.969790941,2.440000208,62.80999904,-7.549999998,14.12128243,0.8961,0.5373,4.568499998,2.1833,0.9199,0.5584,4.642399998,1.474499997,0.9073,0.1978,4.860000002,4.242900002,0.8508,0.5347,4.394899998,2.205999999,0.8183,0.5615,4.294099998,1.4019,0.7401,0.6643,3.664800001,0.991299999,1,1,2,1.999999999,1.963202231,1.963202231,2.143543561,2.143543561,4.840399134,4.840398668,5.325641781,5.325641733,506.2939693,1.406,468.6231995,474
-0.208714871,-0.083881578,5.957366782,6.939999914,7.619999147,-10.6,14.12128011,0.9489,0.5092,5.281499998,3.623500002,0.9736,0.3426,6.410900001,5.256900002,0.8051,0.682,4.122099998,1.233500002,0.7808,0.5579,4.251099999,2.841200003,0.7893,0.6075,4.175099998,1.976400001,0.8304,0.5264,4.8664,2.543200002,1,1.999999999,2,3.000000001,1.926189243,2.00241654,2.096454388,2.204113881,4.841205875,5.32432638,5.324697871,5.744951898,556.4330846,1.4448,505.1299133,488
-0.189041081,-0.072614679,5.499798916,76.82999989,278.5700003,-8.199999999,14.12128214,0.9262,0.4596,5.258499999,4.128700002,0.9517,0.4187,6.034300001,4.599899997,0.9022,0.2877,3.822999998,1.935400001,0.8844,0.4601,4.977200002,4.117699998,0.8443,0.4559,4.562699998,4.061600001,0.7666,0.5496,4.296299999,2.460100002,1,1,2,1.999999999,1.976630213,1.982397538,2.098048855,2.194202133,4.840252269,4.840554829,5.326615666,5.324892741,576.7763783,1.406,505.6075745,476
-0.230020067,-0.103235699,17.7063429,780.4899999,20.90000021,-8.280000002,14.12128032,0.8506,0.5173,4.664699999,2.647100001,0.8517,0.5999,5.081400002,1.471499998,0.8073,0.3177,4.1643,3.232099998,0.7551,0.6093,4.477299998,1.528999999,0.81,0.5146,4.429800003,2.777300003,0.7828,0.3159,4.0591,3.220000001,2,1,2,4,1.925360486,2.020692208,2.181524467,2.371319042,5.324572465,4.840931163,5.325044932,8.104999163,594.6700295,1.4448,558.6047974,563
-0.202708488,-0.077738513,8.774484471,104.6,338.3799997,-6.879999999,14.12127641,0.8399,0.5462,4.660800001,2.704699997,0.8213,0.5696,4.3646,2.264899998,0.8748,0.6144,5.218300001,2.403300002,0.7063,0.5592,3.616300002,2.575500002,0.7081,0.5783,3.461100002,2.067899997,0.7072,0.6275,3.664199999,2.243599998,2,1.999999999,3,3.000000001,1.967640719,1.977725461,2.018331241,2.022711794,5.324555954,5.324518158,5.745100698,5.745068618,617.1180585,1.5011,539.569458,546
-0.177223805,-0.043881126,9.769971057,36.96999975,105.7600009,-9.379999999,14.12128081,0.9868,0.3993,6.186299998,3.468999999,0.9592,0.4328,5.791500001,3.202000002,0.9721,0.3703,6.175499999,3.964399998,0.755,0.5041,4.569600002,2.580100002,0.9201,0.4191,5.811100001,3.329499998,0.9233,0.507,5.553899999,2.809699998,1,1,2,1.999999999,1.987471509,2.004688504,2.178842583,2.187365082,4.84028792,4.840274927,5.324777538,5.324847851,495.6411568,1.406,473.509613,446
-0.204344547,-0.092466998,9.513009992,54.08000034,463.6400005,-6.430000002,14.12128183,0.9538,0.3274,5.245099999,3.931599997,0.9213,0.4327,5.010600003,3.225300001,0.8906,0.3149,5.236000001,1.0447,0.9217,0.3359,5.0015,3.811099999,0.853,0.4321,4.725900002,3.199000001,0.8572,0.3588,4.8944,1.0944,1,1,2,1.999999999,1.971336095,1.992324522,2.171083831,2.171572241,4.840183018,4.840431461,5.325175632,5.325316977,581.7799656,1.4448,565.1914673,496
-0.190917989,-0.074614878,4.725044124,60.03000012,247.8000005,-8.140000002,14.12128192,0.9302,0.453,5.371100001,4.230399998,0.9462,0.439,5.847600001,4.3472,0.9769,0.3352,5.534600001,4.117700002,0.8872,0.4538,5.073700002,4.212600001,0.828,0.476,4.352900001,3.781500001,0.7701,0.5517,4.2959,2.508099999,1,1,2,1.999999999,1.972779004,1.988241686,2.130634647,2.188106259,4.840221834,4.84058707,5.326659312,5.324786742,573.428966,1.406,493.7573547,468
-0.215080207,-0.095046853,11.0859851,40.13999977,214.9500006,-8.229999997,14.12128474,0.8316,0.6053,4.202900003,2.000299999,0.9202,0.4001,6.002099998,4.5278,0.8654,0.4991,4.473999999,2.527399999,0.6776,0.6154,3.472900002,1.887099997,0.8169,0.6673,4.167000002,1.658400003,0.8819,0.4094,5.6685,4.344400002,1,1,2,1.999999999,1.969709623,1.978067997,2.019729932,2.173254242,4.841236991,4.842612226,5.324662661,5.325012023,680.4849011,1.4448,590.2175293,616
