HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,emission_energy,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_Kr,refractive index,Exp. Kr
-0.200364762,-0.052329628,13.19867611,75.58999998,86.76999993,-7.538867069,2.63615,14.1212824,0.8741,0.7398,5.1711,0.6824,0.8581,0.628,4.9859,1.4305,0.8631,0.6381,4.8999,0.4665,0.7149,0.7246,4.0796,0.6934,0.7827,0.6423,4.3546,0.4524,0.7949,0.6408,4.4662,0.5204,1,1,2,2,1.976535606,1.98736031,2.160698267,2.172837776,4.840256537,4.840427271,5.325280473,5.324549768,5.349809511,1.4448,4.772756219
-0.195215063,-0.099439386,12.81778385,24.22000002,159.52,-6.98701496,1.95899,14.12127932,0.9896,0.1061,6.5577,5.8463,0.9928,0.0912,6.8536,6.0717,0.8385,0.6714,4.344,1.7767,0.9733,0.1292,6.4053,5.6466,0.7542,0.6238,4.0176,1.9756,0.9797,0.1177,6.7501,5.7315,1,2,2,3,1.921749463,2.045679594,2.079037758,2.235892216,4.841236913,5.324689494,5.324632176,5.744626582,5.279681454,1.4448,4.012589127
-0.208582078,-0.065050752,12.74508773,5.34,48.41999998,-6.332828729,2.52423,14.12128591,0.8739,0.6176,3.833,0.5187,0.8756,0.657,3.4882,0.3189,0.8776,0.6919,3.9464,0.5189,0.8093,0.6191,3.634,0.4932,0.7091,0.6884,3.3221,0.2202,0.7849,0.6448,4.0415,1.4971,1,1,1,1,2.00625148,2.00625148,2.069543186,2.069543186,4.840545267,4.840545424,4.841988687,4.841986241,5.910555246,1.4448,5.382017043
-0.209363375,-0.093290266,2.82493518,22.8,61.68999999,-9.024691025,1.79576,14.1212855,0.8258,0.6064,4.1341,0.3208,0.9003,0.6478,4.7488,1.3105,0.8891,0.3647,5.2225,4.4614,0.7308,0.6124,3.7192,0.3406,0.6593,0.725,3.4141,0.5371,0.8553,0.6937,4.5101,0.7584,1,2,1,1,1.912013075,2.0300633,2.047478693,2.081238574,4.844262517,5.324504813,4.841267947,4.841111653,4.516316159,1.4448,4.093530273
-0.212034056,-0.098027668,7.76403672,17.55,108.5500001,-7.047707239,1.88418,14.1212759,0.8764,0.5902,4.9843,1.0457,0.8575,0.636,5.2129,1.5583,0.8915,0.6218,5.4049,2.0991,0.7794,0.5987,4.2205,1.0733,0.747,0.6339,4.1249,1.1329,0.7608,0.7452,4.2171,0.4123,2,2,3,3,1.983631014,1.989769082,2.01796556,2.023803597,5.324076094,5.324068735,5.744626229,5.744636084,5.127342374,1.4448,4.23299611
-0.20836587,-0.082689168,4.44375355,12.63000001,206.24,-7.089636934,2.35513,14.12127924,0.931,0.462,5.2186,3.0837,0.8197,0.5444,4.3337,1.4947,0.9182,0.5399,5.0516,1.6496,0.8485,0.4695,4.6397,2.9758,0.7378,0.5526,3.9706,1.6142,0.7978,0.5143,4.3098,2.2077,1,2,2,3,1.967594216,2.014987097,2.085215097,2.113102222,4.840803178,5.324508319,5.324646297,5.744789091,5.553032708,1.4448,5.195519811
-0.235909743,-0.107209133,14.57355426,787.2099993,115.84,-8.157074185,2.08252,14.12128052,0.8439,0.6165,4.7102,2.1147,0.83,0.632,4.7936,1.9259,0.8851,0.5492,4.9642,2.5467,0.7404,0.6161,4.3143,2.0662,0.8026,0.6333,4.4804,1.9365,0.759,0.5668,3.9551,1.993,2,1,2,4,1.92278678,2.018271042,2.189813234,2.364201768,5.324629887,4.840941588,5.325019958,8.104999568,4.944157939,1.4448,5.016390416
-0.199728703,-0.082078244,14.73909358,77.90000009,123.8800001,-6.681416838,2.17922,14.12128619,0.9427,0.4397,5.3141,3.8374,0.9335,0.5634,5.4951,3.4151,0.8886,0.4299,5.8013,4.254,0.864,0.4509,4.83,3.5763,0.7534,0.5486,4.1532,2.4357,0.8259,0.5168,4.9866,2.6119,1,1,2,2,1.935930009,2.011384846,2.094812163,2.112964505,4.84062192,4.8408603,5.324343675,5.325599452,5.468053368,1.4448,4.586587305
-0.206883206,-0.094504337,6.51292619,23.63999999,104.3399999,-7.3588979,1.8318,14.12127564,0.8797,0.6006,5.023,1.2139,0.8688,0.6244,5.2794,1.8935,0.8974,0.6109,5.4511,2.4309,0.7782,0.6058,4.1959,1.2522,0.7504,0.6242,4.0871,1.3666,0.7569,0.744,4.2446,0.5263,2,2,3,3,1.976421261,1.986082828,2.027571454,2.036485453,5.324044517,5.324028387,5.744492815,5.744437159,4.967772738,1.4448,4.447158031
-0.201153371,-0.067640927,18.33386783,39.81000004,42.59999999,-10.91425334,2.0117,14.1212825,0.8537,0.7138,4.6054,1.1701,0.894,0.4712,6.1641,2.3848,0.9436,0.4445,7.6514,0.8901,0.7087,0.6807,3.2969,1.3834,0.7257,0.6242,3.5021,1.3592,0.758,0.5846,4.723,4.2042,1,1,3,3,1.943181155,1.948720093,2.080460045,2.081448774,4.841135664,4.841136691,5.74490548,5.744615734,3.611398845,1.4305,3.501230118
-0.215659456,-0.077061477,8.94837842,45.29999998,77.27999993,-10.70702068,2.30195,14.12128363,0.8151,0.6388,4.0928,1.1553,0.9567,0.2428,6.6026,5.8291,0.9356,0.3242,4.0624,2.7164,0.7087,0.6582,3.7684,1.0435,0.751,0.6462,3.9515,1.7946,0.8134,0.4549,3.92,1.9487,1,2,1,1,1.922102495,2.0394563,2.040499204,2.111741225,4.844416903,5.32473712,4.841156514,4.840837309,3.842913149,1.406,4.290564562
-0.208714871,-0.083881578,5.95736678,6.939999989,7.619999995,-10.63794313,2.22848,14.12128011,0.9489,0.5092,5.2815,3.6235,0.9736,0.3426,6.4109,5.2569,0.8051,0.682,4.1221,1.2335,0.7808,0.5579,4.2511,2.8412,0.7893,0.6075,4.1751,1.9764,0.8304,0.5264,4.8664,2.5432,1,2,2,3,1.926189243,2.00241654,2.096454388,2.204113881,4.841205874,5.324326381,5.324697871,5.744951898,3.734182233,1.4448,4.455931956
-0.191755464,-0.057956088,1.55173032,133.7999999,123.7199999,-8.295250361,2.27177,14.12128347,0.8227,0.6121,4.0034,1.074,0.8956,0.5656,4.3873,1.355,0.796,0.3718,3.4443,1.1812,0.7478,0.6115,3.6242,1.0294,0.7442,0.5921,3.4877,0.6477,0.7195,0.6788,3.7021,0.6749,1,1,2,2,1.951061762,1.97944765,2.099232955,2.136987131,4.840806733,4.840763596,5.325112403,5.325087088,4.998637724,1.406,5.406467804
-0.201541569,-0.061472749,11.1719099,35.13000003,132.6399999,-8.092252307,2.59609,14.12128204,0.9353,0.5527,5.3049,2.8262,0.866,0.5812,4.8231,1.7312,0.8752,0.6485,5.1966,2.0159,0.7473,0.5809,4.2769,2.461,0.8033,0.5941,4.2804,1.9993,0.856,0.6033,4.8878,2.0753,1,1,2,2,1.981367457,1.987861665,2.16958844,2.177326112,4.840178116,4.840423636,5.324722706,5.325308118,5.208511618,1.4448,5.028333599
-0.201997675,-0.094835775,13.06221445,4.660000004,228.7800002,-6.757612621,1.90282,14.12127485,0.9635,0.4066,5.0023,3.075,0.9658,0.4061,5.4121,3.1328,0.9001,0.557,4.9123,2.2838,0.9311,0.4084,4.7703,3.0552,0.9258,0.417,4.9558,3.0738,0.7476,0.6228,3.9136,1.746,2,2,3,3,2.000617155,2.000617155,2.007933764,2.007933764,5.324519911,5.324520155,5.74505723,5.745057167,5.268085855,1.4969,5.056904851
-0.206657272,-0.083894677,5.71746951,5.389999995,158.2699999,-7.229890779,2.32647,14.12127965,0.9405,0.4569,5.349,3.5203,0.9224,0.4077,5.6767,4.1286,0.8588,0.523,4.9932,1.9314,0.8676,0.461,4.8305,3.3919,0.7309,0.5723,4.1245,1.0825,0.8188,0.4909,4.5058,1.9446,1,2,2,3,1.924327675,2.019192165,2.111983665,2.146290754,4.841153829,5.324530189,5.324627695,5.744981069,5.312512211,1.4448,5.264817823
-0.20239907,-0.058866058,10.58289681,20.53999999,91.28999995,-7.782184556,2.63634,14.12128248,0.9321,0.6085,5.322,2.2959,0.872,0.6024,4.8327,1.4562,0.8792,0.641,5.135,2.1361,0.7307,0.6137,4.1766,2.0882,0.8334,0.6097,4.5196,1.791,0.8367,0.6185,4.7489,1.7174,1,1,2,2,1.975264539,1.987008304,2.160145828,2.170830947,4.840264601,4.840411305,5.32527249,5.324752364,5.426501719,1.4448,4.949390007
-0.204272566,-0.084041469,1.72183093,4.150000003,21.18000002,-8.169357196,2.32982,14.12128133,0.9203,0.4235,6.0894,4.5149,0.9664,0.276,6.8802,5.7042,0.8671,0.2545,4.5309,2.9936,0.84,0.439,5.5312,4.3186,0.9256,0.305,6.3427,5.34,0.6442,0.7035,3.4427,0.932,1,1,2,2,1.957687156,2.010579518,2.07261019,2.077734584,4.841360102,4.842915175,5.324792878,5.3247864,5.067513343,1.4448,5.441648937
-0.191461256,-0.116609677,3.40757003,92.99000005,334,-7.335005978,1.24618,14.1212809,0.971,0.2848,5.9522,4.5482,0.9408,0.3702,5.3985,4.1218,0.9497,0.3564,5.3241,3.7538,0.9559,0.2881,5.776,4.5323,0.8972,0.3715,5.0129,4.1029,0.9205,0.3784,5.4662,3.8892,1,1,2,2,1.982253516,1.998327801,2.173168194,2.190175564,4.840239067,4.84032191,5.325439902,5.324998927,4.902585789,1.406,5.431798276
-0.216290762,-0.093382036,15.44258745,62.06999997,242.5399999,-8.406546671,1.85499,14.12127884,0.7784,0.6426,4.4023,1.7603,0.9228,0.4982,5.6376,4.1106,0.8373,0.5953,5.2359,1.6619,0.6511,0.6291,3.5382,2.0381,0.8188,0.5356,4.6521,3.5988,0.7099,0.6021,4.1525,0.4089,1,2,2,4,1.973090469,1.975780858,2.167324157,2.38910569,4.841272292,5.32443506,5.324919278,8.105007859,4.643779749,1.4448,4.393618635
-0.237901694,-0.104586692,19.95495592,296.0100001,33.92000004,-8.976059076,2.19814,14.12127832,0.8854,0.5499,5.2312,3.146,0.8645,0.6553,4.8288,1.7275,0.8915,0.6118,5.3146,1.9821,0.7113,0.6124,3.9537,2.1703,0.822,0.6085,4.7407,2.2495,0.7806,0.6145,4.3929,1.7488,2,1,2,4,1.966891456,2.022372122,2.16889488,2.3797565,5.32449059,4.840639542,5.324927749,8.105008409,4.553010197,1.4448,4.84509804
-0.217741422,-0.099852075,8.04374548,0.02,0.1,-6.371261909,1.97286,14.12127626,0.8751,0.5652,4.7847,0.9205,0.8333,0.6655,4.8096,0.3639,0.8841,0.6431,5.1289,1.4211,0.7861,0.5751,4.1833,0.9298,0.7173,0.662,3.8506,0.6908,0.772,0.7256,4.2005,0.6605,2,2,3,3,1.984001008,1.984001008,2.012380928,2.012380928,5.324085401,5.324085401,5.744995976,5.744995944,5.460599481,1.4448,4.745074792
-0.209850279,-0.081128116,4.98917458,3.79,34.03999998,-9.970193453,2.25826,14.12128026,0.9526,0.4735,5.3411,3.803,0.9688,0.4087,6.2749,4.5834,0.7991,0.6448,4.078,1.2894,0.7432,0.5451,4.0297,2.6615,0.8232,0.5449,4.3482,2.494,0.8821,0.5066,5.376,3.0074,1,2,2,3,1.925699094,2.000727368,2.095523562,2.184918076,4.841202006,5.324323652,5.324719591,5.74496706,4.036767432,1.4448,4.848189117
-0.200225133,-0.078679833,13.11486823,64.70000003,93.24999986,-5.929429155,2.5188,14.121285,0.965,0.3152,6.4513,5.2786,0.93,0.4202,5.5296,3.7938,0.9438,0.3893,5.8724,4.0936,0.9085,0.3397,5.924,4.9772,0.8667,0.4319,5.0351,3.6769,0.8322,0.4642,4.8051,3.1179,1,1,1,2,1.992109686,2.038019382,2.061912947,2.084263179,4.840352184,4.840336218,4.842093558,5.324763464,5.923778701,1.4448,4.045322979
-0.240501786,-0.096840284,4.68133509,50.99,213.7300002,-8.621443212,2.39982,14.1212792,0.8002,0.6461,3.7825,0.8453,0.846,0.5512,4.1212,1.6491,0.8082,0.7007,3.8863,0.4097,0.6955,0.653,3.4074,0.8519,0.7498,0.692,3.6677,0.6153,0.7737,0.5747,3.8347,1.2774,1,2,2,4,1.913021171,2.049353557,2.096145272,2.480072781,4.841247494,5.324832074,5.324814837,8.104993707,4.955366857,1.4448,4.749275123
-0.196846785,-0.081335792,12.13977036,148.62,180.3500001,-7.363146195,2.44869,14.12128192,0.9847,0.2253,6.8487,5.8922,0.9339,0.3906,5.5344,3.9888,0.956,0.4055,5.8093,4.1491,0.9544,0.2443,6.5737,5.6889,0.8852,0.3899,5.0413,4.0145,0.8242,0.4953,4.9403,2.8315,1,1,2,2,2.001067965,2.00439567,2.100101426,2.183435367,4.840311081,4.840247446,5.324744424,5.324861386,5.47263586,1.4448,5.053078443
-0.198230593,-0.076969331,15.920355,100.59,773.6699999,-8.238804167,1.90364,14.12128029,0.8244,0.5617,4.25,1.6406,0.8793,0.4792,4.8946,2.9359,0.5436,0.5304,3.1439,1.5706,0.7285,0.5628,3.6267,1.6304,0.7995,0.4949,4.422,2.7228,0.6824,0.6197,3.916,1.2709,1,1,3,3,1.953930654,1.979812617,2.114332282,2.118429843,4.841028796,4.841689245,5.744500015,5.744854869,4.930692306,1.4072,4.64738297
-0.226962657,-0.090945976,14.10932851,44.28999996,175.0400001,-8.628124752,2.3023,14.1212795,0.8268,0.6077,4.5324,1.6176,0.8748,0.5018,4.7921,2.0793,0.9349,0.1461,5.9502,5.4777,0.7081,0.5959,3.6801,1.4799,0.787,0.5077,4.2133,1.9996,0.7712,0.5452,4.2116,1.1487,1,2,2,2,1.910031675,2.055047688,2.094101239,2.125002353,4.841217012,5.32474876,5.324699381,5.326020176,4.868245644,1.4448,4.843855423
-0.213852594,-0.084626314,7.26681683,19.07999998,169.45,-8.45751019,2.28232,14.12128106,0.8605,0.5627,5.0013,2.6393,0.8993,0.4907,5.1972,2.9842,0.8697,0.2765,4.5667,3.432,0.7483,0.5846,4.1248,2.4403,0.8113,0.5094,4.5362,2.6904,0.7524,0.6518,4.3391,1.2985,1,1,2,2,1.938032249,2.048000244,2.062607331,2.100563972,4.841251049,4.843076154,5.324783527,5.324749246,4.958084944,1.4448,5.157607853
-0.201967064,-0.062763904,9.2317541,15.40000001,66.09000003,-7.769794597,2.53544,14.12128237,0.9379,0.6108,5.5525,2.172,0.9068,0.583,5.5038,2.1472,0.8769,0.604,5.1273,1.5772,0.7418,0.6003,4.4402,2.0643,0.8507,0.5965,4.703,1.6997,0.833,0.5914,4.8817,2.0603,1,1,2,2,1.97984166,1.988014839,2.164046672,2.169133007,4.840216299,4.840424743,5.325360435,5.324797453,5.149177978,1.4448,4.991045157
-0.202708488,-0.077738513,8.77448447,104.6000001,338.3799999,-6.876256613,2.00934,14.1212764,0.8399,0.5462,4.6608,2.7047,0.8213,0.5696,4.3646,2.2649,0.8748,0.6144,5.2183,2.4033,0.7063,0.5592,3.6163,2.5755,0.7081,0.5783,3.4611,2.0679,0.7072,0.6275,3.6642,2.2436,2,2,3,3,1.967640719,1.977725461,2.018331241,2.022711794,5.324555955,5.324518158,5.745100698,5.745068618,5.296692878,1.5011,4.840106094
-0.235680693,-0.092206413,5.00775759,25.60999997,196.5900001,-7.937214709,2.37439,14.12127967,0.7906,0.6897,3.8319,0.9805,0.8624,0.5417,4.3563,2.1353,0.8,0.6847,3.9682,0.5756,0.6927,0.6933,3.4547,1.0147,0.7681,0.5561,3.9032,1.9844,0.7657,0.6941,3.8513,0.966,1,2,2,4,1.911190728,2.051449488,2.091186266,2.478545541,4.841096962,5.324751291,5.324697092,8.104997811,5.090451564,1.4448,4.770663229
-0.187216047,-0.085460467,3.40377515,6.480000004,73.94999991,-8.514696311,2.05132,14.12128102,0.9577,0.3067,7.4558,6.646,0.9733,0.2873,7.8488,6.7605,0.89,0.2161,4.6893,3.684,0.9096,0.319,6.8634,6.4298,0.9565,0.3001,7.6755,6.539,0.6782,0.6318,3.8866,1.8451,1,1,2,2,1.96226196,2.029072941,2.060416463,2.088384064,4.841347311,4.842785947,5.324820096,5.324778026,4.701846088,1.4448,4.31202538
-0.239796916,-0.093639535,24.67583557,71.13000002,98.80999998,-7.769557824,2.42307,14.1212766,0.8321,0.6519,4.1896,0.6923,0.915,0.4306,5.0227,2.2976,0.9352,0.5095,5.1128,1.4321,0.6871,0.6371,3.4216,0.9533,0.7173,0.4933,3.6628,1.4597,0.6339,0.6625,3.296,1.5528,2,2,2,2,2.010891345,2.019924751,2.024545875,2.05042776,5.324881983,5.324742331,5.324584445,5.324446265,5.114001847,1.4448,4.857332496
-0.221893472,-0.087020905,7.04012599,5.400000002,16.80999998,-8.07411122,2.4522,14.12128121,0.8667,0.5758,5.3161,2.5145,0.9361,0.3024,5.9663,4.5035,0.8041,0.2916,4.3382,2.0148,0.7191,0.6021,4.4743,1.6317,0.8509,0.3505,5.0896,3.887,0.6561,0.7158,3.4995,0.1256,1,1,2,2,1.952921913,2.009340688,2.082189713,2.082189713,4.841356233,4.843174053,5.324740091,5.324741016,4.948110564,1.4448,5.301029996
-0.18053875,-0.07247965,9.01239081,81.50999999,218.8099999,-8.68442911,2.0393,14.12128354,0.9754,0.3397,5.3396,3.9655,0.9507,0.382,4.9775,3.4745,0.9659,0.3176,4.3221,3.6108,0.9463,0.3412,5.1166,3.9428,0.908,0.3849,4.8809,3.4787,0.8546,0.4174,4.8061,3.0363,1,1,1,2,1.991394988,2.013663825,2.079189506,2.14669001,4.84051476,4.840380718,4.841995868,5.325425596,4.885198091,1.4906,5.336459734
-0.210260253,-0.063436734,12.80502413,42.5,245.5300002,-6.515713192,2.62942,14.1212849,0.8357,0.5155,4.0995,2.5043,0.9392,0.5321,5.0391,2.2944,0.8893,0.5302,4.518,2.283,0.7083,0.5219,3.4296,2.4532,0.7979,0.5261,4.1901,2.7485,0.7711,0.5464,3.8427,1.8834,1,1,1,2,1.949433251,2.045835282,2.052791758,2.16900461,4.840446636,4.840457304,4.841925082,5.324953066,5.759917951,1.4448,5.243038049
-0.215371121,-0.096039053,11.6299961,32.09999996,208.7099999,-7.960725211,1.81621,14.12128484,0.8333,0.6079,4.2518,2.0724,0.9103,0.463,5.6386,4.0804,0.8413,0.6957,4.5641,1.5554,0.6813,0.6274,3.5266,1.9158,0.8143,0.6944,4.1592,1.5608,0.8549,0.4657,5.2674,3.991,1,1,2,2,1.969415395,1.976731899,2.01787066,2.17039812,4.841230989,4.842634228,5.324655844,5.324994741,4.797039922,1.4448,4.698970004
-0.204173118,-0.07907795,16.39730441,129.1799999,805.8599991,-8.749125249,1.97183,14.12128022,0.8103,0.5602,4.1178,1.6899,0.8626,0.4901,4.6215,2.6741,0.5308,0.5288,3.055,1.7333,0.7078,0.5637,3.504,1.6672,0.7708,0.5115,4.0405,2.4336,0.6972,0.6212,3.9651,1.3184,1,1,3,3,1.956418667,1.978283347,2.114830726,2.117989141,4.841034721,4.841693744,5.744997383,5.744848024,4.824709447,1.412,4.77815125
-0.228990848,-0.105561476,8.1647093,50.43,165.75,-8.115066985,1.80466,14.12128161,0.8111,0.7928,4.1959,0.1094,0.8995,0.4781,5.5197,2.0644,0.8887,0.5305,5.4369,2.3245,0.7321,0.7953,3.6498,0.1992,0.7232,0.6765,3.741,0.6135,0.8091,0.5437,4.589,1.915,1,2,2,4,1.92011484,2.019486321,2.051699783,2.507096528,4.841088668,5.324697919,5.324535789,8.105004949,4.666264863,1.4448,4.356547324
-0.236121179,-0.087860072,7.70217029,46.89000004,197.6799999,-7.612772632,2.43699,14.12127973,0.7706,0.7159,3.769,0.662,0.8529,0.5785,4.4305,0.3693,0.7324,0.2925,3.3498,2.0781,0.6804,0.7135,3.415,0.7493,0.7697,0.6412,4.0214,1.3437,0.6953,0.6465,3.469,1.5232,1,2,2,4,1.918026329,2.045474517,2.086229613,2.488007235,4.841189685,5.324702936,5.324630762,8.104996673,5.214989285,1.4448,5.041892161
-0.213426164,-0.098999306,6.40284075,0.03,1.989999999,-6.682214603,1.90482,14.12127602,0.887,0.5674,4.8463,0.9645,0.862,0.6589,5.0939,0.5854,0.869,0.6367,4.8981,1.5899,0.7906,0.5759,4.1928,1.0006,0.7217,0.6538,3.8036,0.9549,0.7718,0.7368,4.2483,0.5567,2,2,3,3,1.984744064,1.984744064,2.008828763,2.008828763,5.324079456,5.324079652,5.745103737,5.745102457,5.295308811,1.5011,4.923761961
-0.21597712,-0.094839157,15.8383216,27.84000001,159.36,-7.836624792,1.82999,14.1212846,0.8186,0.6288,4.595,1.743,0.9065,0.4854,5.6801,2.881,0.9224,0.4906,5.982,2.8107,0.6665,0.6182,3.6358,2.0215,0.8304,0.5216,4.6909,3.6801,0.8143,0.5056,5.3265,3.321,1,1,2,2,1.966424674,1.975964575,2.02010569,2.16356858,4.842885767,4.841216063,5.324565647,5.324887339,4.833446683,1.4448,4.880024683
-0.225602398,-0.087857397,10.34473927,14.63,190.59,-7.683197701,2.24735,14.12127964,0.7978,0.6914,3.8524,0.9035,0.8576,0.5496,4.3004,2.152,0.7806,0.2844,3.3746,2.0212,0.705,0.6959,3.4984,0.9251,0.7784,0.5545,3.8938,2.1349,0.755,0.7241,3.8568,1.0928,1,2,2,4,1.908006551,2.057140248,2.095740919,2.492205449,4.841193949,5.32475923,5.324724313,8.104992471,5.095597597,1.4448,4.94041431
-0.215333754,-0.091370858,14.62665425,58.20000007,184.8899999,-9.739934943,2.0405,14.1212795,0.8057,0.6611,5.0643,2.3595,0.9302,0.4635,6.5891,5.3774,0.9289,0.5032,6.9665,4.3304,0.7359,0.6461,4.4036,2.6259,0.8243,0.4937,5.5011,4.7893,0.7135,0.5655,3.9838,1.6622,2,1,2,4,1.966445016,1.988354848,2.175889933,2.395508088,5.324508465,4.840962761,5.324946833,8.105005812,4.322404208,1.4448,4.585026652
-0.215915618,-0.084994949,2.12837307,7.340000003,25.24000003,-7.780986521,2.46993,14.12128146,0.8893,0.505,5.4067,3.1857,0.9459,0.2845,6.068,4.6731,0.8488,0.2717,4.461,2.6498,0.784,0.5272,4.8243,2.8855,0.8757,0.3257,5.3307,4.1862,0.6335,0.7355,3.3337,0.5443,1,1,2,2,1.952296084,2.005000998,2.078492001,2.078492001,4.841360576,4.84303461,5.324774811,5.324772815,5.178798957,1.4448,5.231949077
-0.196006667,-0.07220679,5.29316386,144.0300001,197.6899998,-9.233366223,2.15363,14.12128027,0.9009,0.4837,5.0964,3.708,0.9759,0.3492,5.5031,4.0464,0.9195,0.4122,5.5645,4.1276,0.7195,0.6457,3.5768,1.5841,0.7903,0.5859,4.4166,2.5203,0.8551,0.4265,4.7759,3.1442,1,1,2,2,1.989342856,1.99406018,2.191350725,2.282200035,4.840787536,4.84016689,5.324836261,5.325307777,4.5162698,1.406,5.151731913
-0.222685877,-0.104350927,16.44322784,65.98999997,76.47,-7.939737486,2.1786,14.1212867,0.906,0.4437,5.8088,4.46,0.8597,0.5007,4.5165,2.8799,0.932,0.4195,6.0394,4.4244,0.8376,0.4586,5.3465,4.2538,0.8071,0.507,4.2417,2.821,0.6707,0.637,3.5937,1.5086,1,2,1,2,1.908727325,1.995732447,2.028476522,2.164502021,4.842958379,5.324735124,4.840887397,5.325041962,5.112904478,1.4448,5
-0.205520312,-0.082445677,4.20697576,11.16000001,213.7200002,-6.014528487,2.34084,14.12128011,0.9346,0.4754,5.4911,3.0352,0.8869,0.5252,5.2474,2.9013,0.9011,0.5259,5.8884,2.9647,0.8625,0.4833,4.8768,2.9535,0.7708,0.5415,4.5485,2.4341,0.7799,0.5742,4.1899,1.8939,1,2,2,3,1.951733845,2.012185379,2.079859611,2.090697013,4.840723695,5.324464872,5.32452298,5.744889102,5.818394493,1.4448,4.901458321
-0.177223805,-0.043881126,9.76997107,36.97000004,105.76,-9.371521328,2.50181,14.12128081,0.9868,0.3993,6.1863,3.469,0.9592,0.4328,5.7915,3.202,0.9721,0.3703,6.1755,3.9644,0.755,0.5041,4.5696,2.5801,0.9201,0.4191,5.8111,3.3295,0.9233,0.507,5.5539,2.8097,1,1,2,2,1.987471509,2.004688504,2.178842583,2.187365082,4.840287919,4.840274799,5.324777538,5.324847849,4.664728062,1.406,4.301029996
-0.204614474,-0.065691001,1.48586623,11.02000001,295.8500003,-10.22347781,2.25841,14.12127756,0.7755,0.6571,3.6381,1.0934,0.8228,0.2852,3.5017,2.4286,0.8772,0.5616,4.5038,2.3213,0.6969,0.6635,3.4574,1.0592,0.7851,0.5708,3.8679,2.5441,0.5561,0.5438,2.733,1.3775,1,2,3,3,1.970190346,2.009156291,2.057140005,2.145575214,4.841203823,5.3247995,5.745206303,5.745407858,4.248709164,1.406,4.689308859
-0.206756727,-0.083662277,8.32372646,7.520000008,181.0800001,-7.038205709,2.33204,14.12128004,0.9415,0.4617,5.3678,3.402,0.9317,0.3893,5.7849,4.4581,0.8463,0.5406,4.8183,1.872,0.8689,0.4662,4.8528,3.2635,0.7519,0.5676,4.0743,1.5766,0.829,0.4528,4.7924,3.4314,1,2,2,3,1.918945023,2.016047122,2.098243551,2.124310241,4.841177207,5.324518499,5.324686915,5.74489425,5.41500835,1.4448,5.285557309
-0.231390442,-0.089423879,9.68181763,47.47000002,193.97,-7.783624096,2.32794,14.12127971,0.7938,0.688,3.7972,0.8683,0.8472,0.5629,4.2543,1.95,0.8101,0.6981,3.9806,0.4285,0.6927,0.6931,3.4213,0.9138,0.7562,0.7168,3.7904,1.0161,0.7695,0.5677,3.8988,1.9425,1,2,2,4,1.912066944,2.053768487,2.092800038,2.493001805,4.841230199,5.324776856,5.324718569,8.1049933,5.099592199,1.4448,4.920818754
-0.200128142,-0.083517836,7.90494773,6.389999998,143.7,-7.384984953,2.20086,14.1212799,0.949,0.4383,5.5172,3.6721,0.9514,0.3536,6.2993,5.0985,0.8484,0.529,4.8565,1.5754,0.8833,0.4411,5.0278,3.5811,0.8334,0.4308,5.0037,3.6809,0.7586,0.5578,4.1425,1.6635,1,2,2,3,1.920210926,2.017480607,2.096218977,2.143951958,4.841200189,5.324522787,5.324699625,5.74488008,5.249204177,1.4448,5.238046103
