HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,emission_energy,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_Kr,refractive index,Exp. Kr
-0.213996934,-0.104757291,14.75785379,1.723865964,1.747567163,-3.686343653,1.98368,6.132796637,0.9098,0.4681,6.3509,4.8644,0.8622,0.4796,4.7388,2.7923,0.9533,0.3577,6.6958,5.4134,0.8523,0.4767,5.8972,4.6069,0.8193,0.4857,4.4792,2.7297,0.7023,0.5779,4.2711,1.7631,1,2,1,2,1.923189538,1.989344113,2.027656036,2.176341885,2.103172784,2.312498049,2.102371988,2.312641626,4.844809728,1.4448,4.942008053
-0.197389039,-0.068287308,9.01264829,0.811575006,1.595936906,-3.080869586,2.41924,6.13279502,0.906,0.6007,5.5715,2.2758,0.9285,0.5288,5.6301,2.7391,0.8817,0.6734,5.1519,1.2539,0.7892,0.6072,4.808,2.1298,0.7722,0.6331,4.4427,1.7787,0.874,0.571,5.2364,2.3581,1,1,2,2,1.973566822,1.993244842,2.158292381,2.18100917,2.102183485,2.102080569,2.312509109,2.312798956,5.375367753,1.4448,4.797959644
-0.236990333,-0.093035564,24.4593385,1.881612872,1.980321586,-3.372531728,2.41866,6.132792516,0.8551,0.5209,4.5407,1.8126,0.9532,0.5782,5.5184,1.2893,0.8871,0.5252,4.8506,1.9948,0.6878,0.5428,3.428,1.515,0.7245,0.5629,3.7573,1.1581,0.6536,0.6623,3.5646,1.2683,2,2,2,2,2.009982587,2.019352619,2.025017531,2.051172835,2.312564493,2.312504266,2.312430727,2.312377145,5.087019966,1.4448,5.021189299
-0.201541569,-0.061472749,11.1719099,1.54567815,2.122674513,-3.514420523,2.59609,6.132794867,0.9353,0.5527,5.3049,2.8262,0.866,0.5812,4.8231,1.7312,0.8752,0.6485,5.1966,2.0159,0.7473,0.5809,4.2769,2.461,0.8033,0.5941,4.2804,1.9993,0.856,0.6033,4.8878,2.0753,1,1,2,2,1.981367457,1.987861665,2.16958844,2.177326112,2.102062647,2.102169275,2.312497689,2.31275193,5.208511618,1.4448,5.028333599
-0.220911013,-0.094455305,16.54416348,2.075838826,1.607669437,-5.11,2.12161,6.132793494,0.9079,0.5293,5.8348,3.8666,0.9498,0.5312,6.4755,4.6344,0.8251,0.6283,5.0297,2.0961,0.7285,0.5342,3.9502,4.1928,0.7522,0.6204,4.3266,1.8125,0.8594,0.5441,5.796,3.6979,2,1,2,4,1.971036529,2.005501683,2.180313051,2.387242133,2.312392186,2.102354764,2.312596189,3.519958722,3.470854434,1.4448,4.803705355
-0.240136234,-0.104252441,19.46192418,2.443888547,1.395501124,-3.959002308,2.19685,6.13279359,0.8611,0.6297,4.9682,1.955,0.8643,0.5947,4.7946,2.1695,0.8473,0.2307,4.4564,3.2014,0.7092,0.7096,3.9276,1.4107,0.8034,0.5178,4.5625,2.6453,0.7753,0.6626,4.2251,1.071,2,1,2,4,1.967579986,2.004433835,2.185423986,2.378519287,2.312393201,2.102439434,2.312601074,3.519959448,4.522677297,1.4448,4.849950543
-0.238247925,-0.10250809,8.20273225,1.042575512,2.359816517,-3.107182176,2.2417,6.132793846,0.8126,0.6351,3.9612,1.2534,0.8789,0.5221,4.3957,2.3848,0.7842,0.3064,3.4366,2.0043,0.7154,0.6407,3.5477,1.204,0.7911,0.5553,3.9675,1.5886,0.7715,0.6632,3.8653,0.6164,1,2,2,4,1.907079967,2.049149092,2.094307045,2.479005849,2.102522717,2.312548211,2.312522898,3.519954855,5.327780393,1.4448,4.86923172
-0.231285858,-0.104670444,15.7613557,2.862596446,1.767823498,-3.611543547,2.08069,6.13279407,0.8468,0.5365,4.7066,2.2624,0.8527,0.5936,5.1839,1.3435,0.8006,0.3201,4.2588,3.4362,0.7512,0.606,4.493,1.5846,0.8071,0.5247,4.4725,2.6045,0.7826,0.5673,4.4264,1.8321,2,1,2,4,1.929212015,2.01891877,2.185745639,2.373536812,2.312438743,2.102390205,2.31263042,3.519957128,4.838833562,1.4448,4.956534306
-0.228907232,-0.092249813,7.26101993,1.105510185,2.292765404,-3.466227942,2.24153,6.132793821,0.8102,0.6826,3.8704,0.9626,0.8451,0.5757,4.2094,1.9595,0.8096,0.7211,3.9348,0.5523,0.7163,0.6875,3.5121,0.9648,0.7585,0.5947,3.7647,1.6134,0.7597,0.732,3.8761,0.812,1,2,2,4,1.905051443,2.05741221,2.097238661,2.484024356,2.102474252,2.312513656,2.312496928,3.5199539,4.975572426,1.4448,4.745966567
-0.23407811,-0.102507766,17.44411137,2.453868506,1.706888395,-3.645699438,2.18489,6.132793533,0.8835,0.5535,5.1686,3.2082,0.8729,0.6496,4.8473,1.7769,0.8565,0.2309,4.5319,3.5391,0.7163,0.6005,4.0075,2.3653,0.8314,0.6056,4.7578,2.3649,0.7789,0.6108,4.3521,1.8586,2,1,2,4,1.96844812,2.008023406,2.185807631,2.38093175,2.31239098,2.102402487,2.312611328,3.519958479,4.719436635,1.4448,5.012837225
-0.198146265,-0.077092538,16.06855331,1.98668218,2.883519486,-3.571217489,1.90631,6.132794088,0.8259,0.5596,4.2392,1.6587,0.8811,0.48,4.8818,2.9268,0.5455,0.528,3.1499,1.465,0.7322,0.561,3.6228,1.6471,0.8001,0.4964,4.4128,2.7125,0.6787,0.6256,3.8826,1.2468,1,1,3,3,1.954418072,1.981254401,2.116499468,2.120667348,2.102434323,2.102707026,2.495032665,2.49493683,4.960745288,1.412,4.589949601
-0.209850279,-0.081128116,4.98917458,0.57863921,1.531989551,-4.33,2.25826,6.132794095,0.9526,0.4735,5.3411,3.803,0.9688,0.4087,6.2749,4.5834,0.7991,0.6448,4.078,1.2894,0.7432,0.5451,4.0297,2.6615,0.8232,0.5449,4.3482,2.494,0.8821,0.5066,5.376,3.0074,1,2,2,3,1.925699094,2.000727368,2.095523562,2.184918076,2.102507317,2.312324382,2.312496336,2.495007493,4.036767432,1.4448,4.848189117
-0.201997675,-0.094835775,13.06221445,0.668385917,2.359418056,-2.934793872,1.90282,6.132791746,0.9635,0.4066,5.0023,3.075,0.9658,0.4061,5.4121,3.1328,0.9001,0.557,4.9123,2.2838,0.9311,0.4084,4.7703,3.0552,0.9258,0.417,4.9558,3.0738,0.7476,0.6228,3.9136,1.746,2,2,3,3,2.000617155,2.000617155,2.007933764,2.007933764,2.312409616,2.312409722,2.495046653,2.495046626,5.268085855,1.4969,5.056904851
-0.212798718,-0.103257458,14.23456064,0.953276337,2.486699616,-3.094906032,1.97194,6.132792095,0.9177,0.4234,5.1677,3.211,0.9442,0.4242,5.5949,3.2747,0.8701,0.4814,4.9952,3.2884,0.8831,0.4259,4.9275,3.165,0.8748,0.4348,5.0698,3.0398,0.7031,0.5872,3.8759,1.7329,2,2,3,3,1.988829555,1.991709065,2.004877303,2.007252351,2.31237137,2.312340504,2.494970204,2.494961117,5.207400086,1.4448,4.891537458
-0.210260253,-0.063436734,12.80502413,1.62838893,2.390104564,-2.829738285,2.62942,6.132796108,0.8357,0.5155,4.0995,2.5043,0.9392,0.5321,5.0391,2.2944,0.8893,0.5302,4.518,2.283,0.7083,0.5219,3.4296,2.4532,0.7979,0.5261,4.1901,2.7485,0.7711,0.5464,3.8427,1.8834,1,1,1,2,1.949433251,2.045835282,2.052791758,2.16900461,2.102179264,2.102183897,2.102821345,2.312597733,5.759917951,1.4448,5.243038049
-0.236121179,-0.087860072,7.70217029,1.671080233,2.295962732,-3.306185146,2.43699,6.132793866,0.7706,0.7159,3.769,0.662,0.8529,0.5785,4.4305,0.3693,0.7324,0.2925,3.3498,2.0781,0.6804,0.7135,3.415,0.7493,0.7697,0.6412,4.0214,1.3437,0.6953,0.6465,3.469,1.5232,1,2,2,4,1.918026329,2.045474517,2.086229613,2.488007235,2.102501966,2.312489103,2.312457758,3.519955331,5.214989285,1.4448,5.041892161
-0.209674765,-0.103976175,15.63461658,1.185542155,2.49780013,-3.138943755,1.89547,6.132792269,0.928,0.4172,5.2994,3.3511,0.9499,0.4159,5.5937,3.2424,0.8688,0.5087,4.8031,2.0569,0.8946,0.4193,5.0576,3.2914,0.8925,0.4264,5.1533,3.1193,0.7207,0.5617,3.859,1.8311,2,2,3,3,1.984996977,1.994769661,2.005479992,2.005567501,2.312334707,2.312356053,2.494979651,2.495005812,5.105375973,1.4448,4.749736316
-0.202140759,-0.059869082,9.73274583,1.11991541,1.874423831,-3.444059562,2.61019,6.132794811,0.9397,0.5675,5.1613,2.5613,0.8758,0.5813,4.7875,1.6103,0.8701,0.6576,5.0112,1.976,0.7319,0.5968,4.1104,2.1663,0.8343,0.5989,4.3585,1.9686,0.8529,0.6088,4.7533,1.7926,1,1,2,2,1.96853575,1.985901558,2.1668784,2.209421644,2.102127705,2.102162341,2.312766577,2.312506889,5.351464665,1.4448,5.16185082
-0.208064739,-0.083249201,4.72258851,0.860338007,2.343703932,-3.041054068,2.33967,6.132793692,0.9325,0.4725,5.319,3.0886,0.8462,0.4759,4.7735,2.8104,0.9447,0.4409,5.9532,3.0141,0.8503,0.4791,4.7054,2.9919,0.7373,0.5677,3.9982,1.9815,0.7928,0.5372,4.3144,1.9874,1,2,2,3,1.956187619,2.013954816,2.084124756,2.090051913,2.102385745,2.312387786,2.312513741,2.494744555,5.534638615,1.4448,5.195899652
-0.206883206,-0.094504337,6.51292619,1.373647472,2.018450832,-3.195928751,1.8318,6.13279209,0.8797,0.6006,5.023,1.2139,0.8688,0.6244,5.2794,1.8935,0.8974,0.6109,5.4511,2.4309,0.7782,0.6058,4.1959,1.2522,0.7504,0.6242,4.0871,1.3666,0.7569,0.744,4.2446,0.5263,2,2,3,3,1.976421261,1.986082828,2.027571454,2.036485453,2.312203155,2.31219615,2.494801531,2.49477736,4.967772738,1.4448,4.447158031
-0.213185506,-0.102657022,16.72642817,1.758230408,1.873204309,-3.577738549,2.01288,6.132796619,0.9131,0.4625,6.16,4.3779,0.8875,0.258,5.0971,3.9669,0.8649,0.4982,4.692,2.841,0.8571,0.4704,5.7538,4.1666,0.8178,0.5021,4.4164,2.7895,0.8772,0.2599,5.0329,3.9385,1,2,1,2,1.923331225,1.993113394,2.02826872,2.170845688,2.103172544,2.312480326,2.102372811,2.312648602,4.925960131,1.4448,4.954242509
-0.21456665,-0.102787152,13.70584845,1.764699064,1.939818663,-3.472756884,2.04779,6.132796705,0.9421,0.4236,5.8962,4.637,0.914,0.4999,4.4952,2.9189,0.9501,0.379,6.1959,4.8981,0.8987,0.4347,5.5057,4.5094,0.8461,0.5064,4.2312,2.8721,0.6944,0.6234,3.638,1.7246,1,2,1,2,1.917045905,2.002419786,2.028084071,2.166457939,2.103161825,2.312509363,2.102368591,2.312655748,5.010655109,1.4448,5
-0.21073066,-0.098472188,15.84549088,0.419955748,2.53277985,-3.293282218,2.06327,6.132791623,0.9616,0.4339,5.1821,3.0145,0.9693,0.4337,5.6045,3.1569,0.8834,0.5202,5.0464,3.0545,0.9205,0.4389,4.9228,2.9775,0.8968,0.4527,4.9426,2.903,0.7439,0.6011,3.8649,1.5733,2,2,3,3,2.00140001,2.003016226,2.017117994,2.018247259,2.31236551,2.312370185,2.494946654,2.494956491,5.007063791,1.4448,4.851258349
-0.217362528,-0.100769018,15.7925742,2.029992175,2.434057669,-3.388276692,2.03412,6.132794231,0.855,0.5162,5.3548,3.9421,0.8522,0.6532,5.1525,2.4329,0.873,0.555,5.443,2.8042,0.7831,0.5359,4.8197,3.7305,0.7998,0.6442,4.793,2.5774,0.7536,0.5694,4.2002,2.7333,2,1,2,4,1.95735587,1.977963346,2.163012945,2.401751652,2.312420278,2.102393396,2.312636065,3.519959936,5.019700962,1.4448,4.861697302
-0.237676255,-0.092869345,7.94948612,1.782472624,2.28688292,-3.432503109,2.39399,6.132793823,0.7948,0.6993,3.8647,0.7073,0.8336,0.6034,4.2605,1.3623,0.7513,0.2861,3.374,2.0328,0.6873,0.7022,3.446,0.7633,0.7463,0.6934,3.9402,0.7044,0.7522,0.611,3.7864,1.474,1,2,2,4,1.911626794,2.053440284,2.096805666,2.49426422,2.102568981,2.312516617,2.312491725,3.519954878,5.104735825,1.4448,4.860338007
-0.202469635,-0.07922523,16.39340408,1.96118371,2.876731529,-3.438064237,1.9609,6.132794123,0.8228,0.5699,4.1615,1.6055,0.8768,0.4867,4.838,3.0217,0.6291,0.4928,3.6948,0.9218,0.7377,0.5712,3.5948,1.5868,0.7818,0.5082,4.2636,2.7447,0.6913,0.5983,3.7635,0.6046,1,1,3,3,1.953637889,1.979084637,2.113562396,2.118938177,2.102438714,2.10269825,2.495029484,2.494955199,5.071848495,1.412,4.710963119
